Ürün ID,OrderDate,ÜrünAdi,Miktar,Birim Fiyat,ToplamTutar,BirimMaliyet,ToplamMaliyet,Kar,MusteriID,Musteri,SatisTemsilcisi,F13,F14,F15
31,2023-02-14 00:00:00,Pul Biber,39,21,819,12,468,351,95,Mikla Restaurant,Ahmet Murat Düzenli,,,
16,2023-02-15 00:00:00,Marul,53,15,795,14,742,53,95,Mikla Restaurant,Reyhan Burcu Kalkan,,,
22,2023-02-15 00:00:00,Mozzarella Peyniri,76,24,1824,18,1368,456,14,Sunset Grill,Ahmet Murat Düzenli,,,
39,2023-02-15 00:00:00,Ananas,70,33,2310,28,1960,350,686,Mürver Restaurant,Ahmet Murat Düzenli,,,
30,2023-02-17 00:00:00,Kirmizi Sogan,38,12,456,8,304,152,6,Ajia Restaurant,Reyhan Burcu Kalkan,,,
4,2023-02-17 00:00:00,Domates,48,9,432,7,336,96,846,Mükellef,Ahmet Murat Düzenli,,,
100,2023-02-18 00:00:00,Parmesan Peyniri,95,8,760,4,380,380,95,Mikla Restaurant,Reyhan Burcu Kalkan,,,
31,2023-02-18 00:00:00,Pul Biber,55,21,1155,12,660,495,95,Mikla Restaurant,Ahmet Murat Düzenli,,,
16,2023-02-18 00:00:00,Marul,10,15,150,14,140,10,23,Lacivert,Reyhan Burcu Kalkan,,,
6,2023-02-18 00:00:00,Gün Kurusu Domates,8,55,440,25,200,240,6,Ajia Restaurant,Reyhan Burcu Kalkan,,,
100,2023-02-19 00:00:00,Parmesan Peyniri,95,8,760,4,380,380,557,Leb-i Derya Restaurant,Merve Hilal Akinci,,,
4,2023-02-19 00:00:00,Domates,45,9,405,7,315,90,315,Vogue,Reyhan Burcu Kalkan,,,
30,2023-02-19 00:00:00,Kirmizi Sogan,87,12,1044,8,696,348,557,Leb-i Derya Restaurant,Reyhan Burcu Kalkan,,,
100,2023-02-20 00:00:00,Parmesan Peyniri,2,8,16,4,8,8,14,Sunset Grill,Ahmet Murat Düzenli,,,
100,2023-02-20 00:00:00,Parmesan Peyniri,85,8,680,4,340,340,572,360 Istanbul,Reyhan Burcu Kalkan,,,
19,2023-02-21 00:00:00,Patlican,19,36,684,25,475,209,6,Ajia Restaurant,Reyhan Burcu Kalkan,,,
100,2023-02-21 00:00:00,Parmesan Peyniri,98,8,784,4,392,392,572,360 Istanbul,Reyhan Burcu Kalkan,,,
16,2023-02-22 00:00:00,Marul,37,15,555,14,518,37,6,Ajia Restaurant,Reyhan Burcu Kalkan,,,
22,2023-02-22 00:00:00,Mozzarella Peyniri,74,24,1776,18,1332,444,95,Mikla Restaurant,Merve Hilal Akinci,,,
31,2023-02-22 00:00:00,Pul Biber,39,21,819,12,468,351,686,Mürver Restaurant,Ahmet Murat Düzenli,,,
85,2023-02-23 00:00:00,Sucuk,55,53,2915,35,1925,990,6,Ajia Restaurant,Ahmet Murat Düzenli,,,
98,2023-02-23 00:00:00,Nar Eskisi,44,18,792,8,352,440,95,Mikla Restaurant,Reyhan Burcu Kalkan,,,
16,2023-02-24 00:00:00,Marul,58,15,870,14,812,58,572,360 Istanbul,Reyhan Burcu Kalkan,,,
4,2023-02-24 00:00:00,Domates,7,9,63,7,49,14,686,Mürver Restaurant,Reyhan Burcu Kalkan,,,
4,2023-02-27 00:00:00,Domates,99,9,891,7,693,198,14,Sunset Grill,Reyhan Burcu Kalkan,,,
4,2023-02-28 00:00:00,Domates,83,9,747,7,581,166,23,Lacivert,Ahmet Murat Düzenli,,,
22,2023-02-28 00:00:00,Mozzarella Peyniri,4,24,96,18,72,24,23,Lacivert,Ahmet Murat Düzenli,,,
16,2023-02-28 00:00:00,Marul,81,15,1215,14,1134,81,557,Leb-i Derya Restaurant,Reyhan Burcu Kalkan,,,
4,2023-03-02 00:00:00,Domates,91,9,819,7,637,182,557,Leb-i Derya Restaurant,Ahmet Murat Düzenli,,,
6,2023-03-02 00:00:00,Gün Kurusu Domates,36,55,1980,25,900,1080,686,Mürver Restaurant,Reyhan Burcu Kalkan,,,
4,2023-03-04 00:00:00,Domates,94,9,846,7,658,188,95,Mikla Restaurant,Ahmet Murat Düzenli,,,
100,2023-03-05 00:00:00,Parmesan Peyniri,12,8,96,4,48,48,14,Sunset Grill,Ahmet Murat Düzenli,,,
31,2023-03-06 00:00:00,Pul Biber,3,21,63,12,36,27,233,Nusr-Et Steakhouse,Ahmet Murat Düzenli,,,
4,2023-03-07 00:00:00,Domates,49,9,441,7,343,98,14,Sunset Grill,Reyhan Burcu Kalkan,,,
98,2023-03-07 00:00:00,Nar Eskisi,96,18,1728,8,768,960,23,Lacivert,Ahmet Murat Düzenli,,,
100,2023-03-08 00:00:00,Parmesan Peyniri,94,8,752,4,376,376,23,Lacivert,Reyhan Burcu Kalkan,,,
30,2023-03-08 00:00:00,Kirmizi Sogan,4,12,48,8,32,16,95,Mikla Restaurant,Reyhan Burcu Kalkan,,,
31,2023-03-09 00:00:00,Pul Biber,58,21,1218,12,696,522,6,Ajia Restaurant,Ahmet Murat Düzenli,,,
22,2023-03-11 00:00:00,Mozzarella Peyniri,31,24,744,18,558,186,572,360 Istanbul,Merve Hilal Akinci,,,
16,2023-03-11 00:00:00,Marul,3,15,45,14,42,3,572,360 Istanbul,Merve Hilal Akinci,,,
16,2023-03-11 00:00:00,Marul,10,15,150,14,140,10,846,Mükellef,Reyhan Burcu Kalkan,,,
16,2023-03-12 00:00:00,Marul,21,15,315,14,294,21,846,Mükellef,Reyhan Burcu Kalkan,,,
16,2023-03-13 00:00:00,Marul,65,15,975,14,910,65,686,Mürver Restaurant,Ahmet Murat Düzenli,,,
2,2023-03-15 00:00:00,Siyah Zeytin,96,12,1152,6,576,576,14,Sunset Grill,Ahmet Murat Düzenli,,,
98,2023-03-16 00:00:00,Nar Eskisi,79,18,1422,8,632,790,6,Ajia Restaurant,Ahmet Murat Düzenli,,,
100,2023-03-16 00:00:00,Parmesan Peyniri,99,8,792,4,396,396,6,Ajia Restaurant,Ahmet Murat Düzenli,,,
19,2023-03-17 00:00:00,Patlican,94,36,3384,25,2350,1034,6,Ajia Restaurant,Ahmet Murat Düzenli,,,
85,2023-03-17 00:00:00,Sucuk,69,53,3657,35,2415,1242,6,Ajia Restaurant,Ahmet Murat Düzenli,,,
39,2023-03-20 00:00:00,Ananas,94,33,3102,28,2632,470,572,360 Istanbul,Reyhan Burcu Kalkan,,,
2,2023-03-20 00:00:00,Siyah Zeytin,57,12,684,6,342,342,95,Mikla Restaurant,Reyhan Burcu Kalkan,,,
30,2023-03-21 00:00:00,Kirmizi Sogan,77,12,924,8,616,308,95,Mikla Restaurant,Reyhan Burcu Kalkan,,,
16,2023-03-22 00:00:00,Marul,37,15,555,14,518,37,95,Mikla Restaurant,Reyhan Burcu Kalkan,,,
100,2023-03-22 00:00:00,Parmesan Peyniri,30,8,240,4,120,120,846,Mükellef,Ahmet Murat Düzenli,,,
31,2023-03-23 00:00:00,Pul Biber,65,21,1365,12,780,585,14,Sunset Grill,Reyhan Burcu Kalkan,,,
30,2023-03-23 00:00:00,Kirmizi Sogan,71,12,852,8,568,284,6,Ajia Restaurant,Reyhan Burcu Kalkan,,,
16,2023-03-23 00:00:00,Marul,5,15,75,14,70,5,572,360 Istanbul,Reyhan Burcu Kalkan,,,
39,2023-03-24 00:00:00,Ananas,77,33,2541,28,2156,385,23,Lacivert,Ahmet Murat Düzenli,,,
30,2023-03-27 00:00:00,Kirmizi Sogan,16,12,192,8,128,64,572,360 Istanbul,Reyhan Burcu Kalkan,,,
98,2023-03-27 00:00:00,Nar Eskisi,27,18,486,8,216,270,846,Mükellef,Reyhan Burcu Kalkan,,,
31,2023-03-28 00:00:00,Pul Biber,81,21,1701,12,972,729,572,360 Istanbul,Ahmet Murat Düzenli,,,
100,2023-03-28 00:00:00,Parmesan Peyniri,55,8,440,4,220,220,95,Mikla Restaurant,Ahmet Murat Düzenli,,,
4,2023-03-30 00:00:00,Domates,80,9,720,7,560,160,23,Lacivert,Reyhan Burcu Kalkan,,,
30,2023-04-01 00:00:00,Kirmizi Sogan,64,12,768,8,512,256,95,Mikla Restaurant,Merve Hilal Akinci,,,
4,2023-04-02 00:00:00,Domates,61,9,549,7,427,122,6,Ajia Restaurant,Reyhan Burcu Kalkan,,,
19,2023-04-02 00:00:00,Patlican,82,36,2952,25,2050,902,686,Mürver Restaurant,Reyhan Burcu Kalkan,,,
100,2023-04-03 00:00:00,Parmesan Peyniri,9,8,72,4,36,36,846,Mükellef,Reyhan Burcu Kalkan,,,
30,2023-04-04 00:00:00,Kirmizi Sogan,82,12,984,8,656,328,572,360 Istanbul,Reyhan Burcu Kalkan,,,
4,2023-04-04 00:00:00,Domates,93,9,837,7,651,186,95,Mikla Restaurant,Reyhan Burcu Kalkan,,,
16,2023-04-04 00:00:00,Marul,47,15,705,14,658,47,315,Vogue,Reyhan Burcu Kalkan,,,
4,2023-04-05 00:00:00,Domates,77,9,693,7,539,154,557,Leb-i Derya Restaurant,Reyhan Burcu Kalkan,,,
100,2023-04-05 00:00:00,Parmesan Peyniri,23,8,184,4,92,92,95,Mikla Restaurant,Reyhan Burcu Kalkan,,,
100,2023-04-05 00:00:00,Parmesan Peyniri,1,8,8,4,4,4,6,Ajia Restaurant,Ahmet Murat Düzenli,,,
4,2023-04-06 00:00:00,Domates,76,9,684,7,532,152,572,360 Istanbul,Reyhan Burcu Kalkan,,,
30,2023-04-06 00:00:00,Kirmizi Sogan,97,12,1164,8,776,388,572,360 Istanbul,Reyhan Burcu Kalkan,,,
100,2023-04-07 00:00:00,Parmesan Peyniri,8,8,64,4,32,32,572,360 Istanbul,Ahmet Murat Düzenli,,,
22,2023-04-08 00:00:00,Mozzarella Peyniri,60,24,1440,18,1080,360,572,360 Istanbul,Reyhan Burcu Kalkan,,,
31,2023-04-08 00:00:00,Pul Biber,30,21,630,12,360,270,572,360 Istanbul,Ahmet Murat Düzenli,,,
16,2023-04-09 00:00:00,Marul,27,15,405,14,378,27,95,Mikla Restaurant,Reyhan Burcu Kalkan,,,
16,2023-04-09 00:00:00,Marul,31,15,465,14,434,31,846,Mükellef,Ahmet Murat Düzenli,,,
22,2023-04-10 00:00:00,Mozzarella Peyniri,27,24,648,18,486,162,6,Ajia Restaurant,Reyhan Burcu Kalkan,,,
30,2023-04-11 00:00:00,Kirmizi Sogan,34,12,408,8,272,136,14,Sunset Grill,Reyhan Burcu Kalkan,,,
16,2023-04-13 00:00:00,Marul,45,15,675,14,630,45,846,Mükellef,Reyhan Burcu Kalkan,,,
16,2023-04-13 00:00:00,Marul,40,15,600,14,560,40,6,Ajia Restaurant,Ahmet Murat Düzenli,,,
100,2023-04-14 00:00:00,Parmesan Peyniri,45,8,360,4,180,180,557,Leb-i Derya Restaurant,Reyhan Burcu Kalkan,,,
4,2023-04-14 00:00:00,Domates,25,9,225,7,175,50,6,Ajia Restaurant,Reyhan Burcu Kalkan,,,
4,2023-04-14 00:00:00,Domates,39,9,351,7,273,78,6,Ajia Restaurant,Reyhan Burcu Kalkan,,,
16,2023-04-15 00:00:00,Marul,2,15,30,14,28,2,686,Mürver Restaurant,Ahmet Murat Düzenli,,,
30,2023-04-15 00:00:00,Kirmizi Sogan,21,12,252,8,168,84,14,Sunset Grill,Reyhan Burcu Kalkan,,,
2,2023-04-15 00:00:00,Siyah Zeytin,21,12,252,6,126,126,6,Ajia Restaurant,Ahmet Murat Düzenli,,,
30,2023-04-18 00:00:00,Kirmizi Sogan,53,12,636,8,424,212,572,360 Istanbul,Reyhan Burcu Kalkan,,,
16,2023-04-18 00:00:00,Marul,35,15,525,14,490,35,846,Mükellef,Reyhan Burcu Kalkan,,,
30,2023-04-18 00:00:00,Kirmizi Sogan,95,12,1140,8,760,380,572,360 Istanbul,Merve Hilal Akinci,,,
16,2023-04-19 00:00:00,Marul,6,15,90,14,84,6,572,360 Istanbul,Ahmet Murat Düzenli,,,
100,2023-04-21 00:00:00,Parmesan Peyniri,82,8,656,4,328,328,23,Lacivert,Reyhan Burcu Kalkan,,,
2,2023-04-22 00:00:00,Siyah Zeytin,22,12,264,6,132,132,233,Nusr-Et Steakhouse,Reyhan Burcu Kalkan,,,
31,2023-04-25 00:00:00,Pul Biber,72,21,1512,12,864,648,6,Ajia Restaurant,Ahmet Murat Düzenli,,,
16,2023-04-25 00:00:00,Marul,64,15,960,14,896,64,23,Lacivert,Ahmet Murat Düzenli,,,
100,2023-04-27 00:00:00,Parmesan Peyniri,74,8,592,4,296,296,95,Mikla Restaurant,Reyhan Burcu Kalkan,,,
16,2023-04-27 00:00:00,Marul,93,15,1395,14,1302,93,6,Ajia Restaurant,Ahmet Murat Düzenli,,,
4,2023-04-27 00:00:00,Domates,67,9,603,7,469,134,233,Nusr-Et Steakhouse,Reyhan Burcu Kalkan,,,
100,2023-04-27 00:00:00,Parmesan Peyniri,10,8,80,4,40,40,686,Mürver Restaurant,Ahmet Murat Düzenli,,,
2,2023-04-28 00:00:00,Siyah Zeytin,97,12,1164,6,582,582,6,Ajia Restaurant,Reyhan Burcu Kalkan,,,
19,2023-04-28 00:00:00,Patlican,8,36,288,25,200,88,846,Mükellef,Reyhan Burcu Kalkan,,,
19,2023-04-29 00:00:00,Patlican,60,36,2160,25,1500,660,557,Leb-i Derya Restaurant,Reyhan Burcu Kalkan,,,
4,2023-04-29 00:00:00,Domates,72,9,648,7,504,144,686,Mürver Restaurant,Reyhan Burcu Kalkan,,,
98,2023-04-30 00:00:00,Nar Eskisi,97,18,1746,8,776,970,23,Lacivert,Ahmet Murat Düzenli,,,
30,2023-04-30 00:00:00,Kirmizi Sogan,42,12,504,8,336,168,572,360 Istanbul,Reyhan Burcu Kalkan,,,
100,2023-04-30 00:00:00,Parmesan Peyniri,70,8,560,4,280,280,572,360 Istanbul,Ahmet Murat Düzenli,,,
4,2023-05-02 00:00:00,Domates,36,9,324,7,252,72,23,Lacivert,Reyhan Burcu Kalkan,,,
16,2023-05-02 00:00:00,Marul,35,15,525,14,490,35,846,Mükellef,Ahmet Murat Düzenli,,,
16,2023-05-03 00:00:00,Marul,56,15,840,14,784,56,233,Nusr-Et Steakhouse,Ahmet Murat Düzenli,,,
4,2023-05-04 00:00:00,Domates,9,9,81,7,63,18,686,Mürver Restaurant,Ahmet Murat Düzenli,,,
100,2023-05-04 00:00:00,Parmesan Peyniri,90,8,720,4,360,360,846,Mükellef,Reyhan Burcu Kalkan,,,
30,2023-05-07 00:00:00,Kirmizi Sogan,35,12,420,8,280,140,14,Sunset Grill,Reyhan Burcu Kalkan,,,
4,2023-05-08 00:00:00,Domates,76,9,684,7,532,152,6,Ajia Restaurant,Ahmet Murat Düzenli,,,
100,2023-05-08 00:00:00,Parmesan Peyniri,4,8,32,4,16,16,14,Sunset Grill,Ahmet Murat Düzenli,,,
16,2023-05-10 00:00:00,Marul,69,15,1035,14,966,69,572,360 Istanbul,Reyhan Burcu Kalkan,,,
31,2023-05-10 00:00:00,Pul Biber,2,21,42,12,24,18,557,Leb-i Derya Restaurant,Reyhan Burcu Kalkan,,,
4,2023-05-10 00:00:00,Domates,77,9,693,7,539,154,6,Ajia Restaurant,Reyhan Burcu Kalkan,,,
31,2023-05-13 00:00:00,Pul Biber,20,21,420,12,240,180,23,Lacivert,Ahmet Murat Düzenli,,,
16,2023-05-13 00:00:00,Marul,32,15,480,14,448,32,23,Lacivert,Ahmet Murat Düzenli,,,
4,2023-05-13 00:00:00,Domates,39,9,351,7,273,78,14,Sunset Grill,Reyhan Burcu Kalkan,,,
6,2023-05-14 00:00:00,Gün Kurusu Domates,1,55,55,25,25,30,6,Ajia Restaurant,Reyhan Burcu Kalkan,,,
22,2023-05-15 00:00:00,Mozzarella Peyniri,79,24,1896,18,1422,474,572,360 Istanbul,Reyhan Burcu Kalkan,,,
16,2023-05-15 00:00:00,Marul,41,15,615,14,574,41,6,Ajia Restaurant,Ahmet Murat Düzenli,,,
4,2023-05-15 00:00:00,Domates,33,9,297,7,231,66,686,Mürver Restaurant,Reyhan Burcu Kalkan,,,
22,2023-05-16 00:00:00,Mozzarella Peyniri,92,24,2208,18,1656,552,6,Ajia Restaurant,Reyhan Burcu Kalkan,,,
30,2023-05-16 00:00:00,Kirmizi Sogan,15,12,180,8,120,60,95,Mikla Restaurant,Reyhan Burcu Kalkan,,,
4,2023-05-17 00:00:00,Domates,20,9,180,7,140,40,6,Ajia Restaurant,Ahmet Murat Düzenli,,,
100,2023-05-17 00:00:00,Parmesan Peyniri,13,8,104,4,52,52,572,360 Istanbul,Reyhan Burcu Kalkan,,,
22,2023-05-18 00:00:00,Mozzarella Peyniri,17,24,408,18,306,102,6,Ajia Restaurant,Reyhan Burcu Kalkan,,,
4,2023-05-19 00:00:00,Domates,19,9,171,7,133,38,572,360 Istanbul,Reyhan Burcu Kalkan,,,
30,2023-05-20 00:00:00,Kirmizi Sogan,74,12,888,8,592,296,846,Mükellef,Merve Hilal Akinci,,,
100,2023-05-20 00:00:00,Parmesan Peyniri,62,8,496,4,248,248,557,Leb-i Derya Restaurant,Merve Hilal Akinci,,,
2,2023-05-20 00:00:00,Siyah Zeytin,90,12,1080,6,540,540,572,360 Istanbul,Reyhan Burcu Kalkan,,,
30,2023-05-20 00:00:00,Kirmizi Sogan,78,12,936,8,624,312,557,Leb-i Derya Restaurant,Reyhan Burcu Kalkan,,,
30,2023-05-21 00:00:00,Kirmizi Sogan,63,12,756,8,504,252,315,Vogue,Merve Hilal Akinci,,,
39,2023-05-21 00:00:00,Ananas,34,33,1122,28,952,170,95,Mikla Restaurant,Reyhan Burcu Kalkan,,,
16,2023-05-22 00:00:00,Marul,8,15,120,14,112,8,6,Ajia Restaurant,Ahmet Murat Düzenli,,,
19,2023-05-23 00:00:00,Patlican,56,36,2016,25,1400,616,846,Mükellef,Reyhan Burcu Kalkan,,,
39,2023-05-25 00:00:00,Ananas,32,33,1056,28,896,160,572,360 Istanbul,Reyhan Burcu Kalkan,,,
100,2023-05-26 00:00:00,Parmesan Peyniri,52,8,416,4,208,208,23,Lacivert,Ahmet Murat Düzenli,,,
31,2023-05-26 00:00:00,Pul Biber,97,21,2037,12,1164,873,233,Nusr-Et Steakhouse,Ahmet Murat Düzenli,,,
100,2023-05-27 00:00:00,Parmesan Peyniri,79,8,632,4,316,316,95,Mikla Restaurant,Reyhan Burcu Kalkan,,,
4,2023-05-28 00:00:00,Domates,70,9,630,7,490,140,23,Lacivert,Ahmet Murat Düzenli,,,
98,2023-05-28 00:00:00,Nar Eskisi,98,18,1764,8,784,980,846,Mükellef,Reyhan Burcu Kalkan,,,
30,2023-05-28 00:00:00,Kirmizi Sogan,14,12,168,8,112,56,95,Mikla Restaurant,Reyhan Burcu Kalkan,,,
4,2023-05-29 00:00:00,Domates,59,9,531,7,413,118,686,Mürver Restaurant,Ahmet Murat Düzenli,,,
2,2023-05-29 00:00:00,Siyah Zeytin,82,12,984,6,492,492,572,360 Istanbul,Reyhan Burcu Kalkan,,,
31,2023-05-29 00:00:00,Pul Biber,79,21,1659,12,948,711,846,Mükellef,Reyhan Burcu Kalkan,,,
4,2023-05-29 00:00:00,Domates,7,9,63,7,49,14,6,Ajia Restaurant,Reyhan Burcu Kalkan,,,
30,2023-05-29 00:00:00,Kirmizi Sogan,48,12,576,8,384,192,572,360 Istanbul,Reyhan Burcu Kalkan,,,
39,2023-05-30 00:00:00,Ananas,24,33,792,28,672,120,23,Lacivert,Ahmet Murat Düzenli,,,
22,2023-05-30 00:00:00,Mozzarella Peyniri,49,24,1176,18,882,294,572,360 Istanbul,Reyhan Burcu Kalkan,,,
4,2023-05-31 00:00:00,Domates,77,9,693,7,539,154,572,360 Istanbul,Ahmet Murat Düzenli,,,
100,2023-05-31 00:00:00,Parmesan Peyniri,61,8,488,4,244,244,14,Sunset Grill,Ahmet Murat Düzenli,,,
16,2023-05-31 00:00:00,Marul,24,15,360,14,336,24,557,Leb-i Derya Restaurant,Reyhan Burcu Kalkan,,,
16,2023-06-02 00:00:00,Marul,64,15,960,14,896,64,95,Mikla Restaurant,Reyhan Burcu Kalkan,,,
4,2023-06-03 00:00:00,Domates,37,9,333,7,259,74,572,360 Istanbul,Ahmet Murat Düzenli,,,
30,2023-06-03 00:00:00,Kirmizi Sogan,91,12,1092,8,728,364,23,Lacivert,Reyhan Burcu Kalkan,,,
4,2023-06-06 00:00:00,Domates,78,9,702,7,546,156,14,Sunset Grill,Ahmet Murat Düzenli,,,
30,2023-06-08 00:00:00,Kirmizi Sogan,95,12,1140,8,760,380,23,Lacivert,Reyhan Burcu Kalkan,,,
30,2023-06-09 00:00:00,Kirmizi Sogan,46,12,552,8,368,184,572,360 Istanbul,Reyhan Burcu Kalkan,,,
16,2023-06-09 00:00:00,Marul,46,15,690,14,644,46,557,Leb-i Derya Restaurant,Reyhan Burcu Kalkan,,,
100,2023-06-09 00:00:00,Parmesan Peyniri,65,8,520,4,260,260,846,Mükellef,Merve Hilal Akinci,,,
31,2023-06-09 00:00:00,Pul Biber,25,21,525,12,300,225,572,360 Istanbul,Reyhan Burcu Kalkan,,,
98,2023-06-11 00:00:00,Nar Eskisi,60,18,1080,8,480,600,6,Ajia Restaurant,Ahmet Murat Düzenli,,,
31,2023-06-11 00:00:00,Pul Biber,78,21,1638,12,936,702,572,360 Istanbul,Ahmet Murat Düzenli,,,
16,2023-06-13 00:00:00,Marul,36,15,540,14,504,36,686,Mürver Restaurant,Ahmet Murat Düzenli,,,
22,2023-06-14 00:00:00,Mozzarella Peyniri,36,24,864,18,648,216,95,Mikla Restaurant,Merve Hilal Akinci,,,
4,2023-06-14 00:00:00,Domates,75,9,675,7,525,150,6,Ajia Restaurant,Reyhan Burcu Kalkan,,,
16,2023-06-15 00:00:00,Marul,91,15,1365,14,1274,91,14,Sunset Grill,Reyhan Burcu Kalkan,,,
4,2023-06-16 00:00:00,Domates,74,9,666,7,518,148,23,Lacivert,Reyhan Burcu Kalkan,,,
16,2023-06-17 00:00:00,Marul,5,15,75,14,70,5,6,Ajia Restaurant,Reyhan Burcu Kalkan,,,
100,2023-06-18 00:00:00,Parmesan Peyniri,43,8,344,4,172,172,14,Sunset Grill,Ahmet Murat Düzenli,,,
30,2023-06-18 00:00:00,Kirmizi Sogan,94,12,1128,8,752,376,572,360 Istanbul,Merve Hilal Akinci,,,
31,2023-06-18 00:00:00,Pul Biber,57,21,1197,12,684,513,686,Mürver Restaurant,Ahmet Murat Düzenli,,,
100,2023-06-20 00:00:00,Parmesan Peyniri,69,8,552,4,276,276,6,Ajia Restaurant,Ahmet Murat Düzenli,,,
4,2023-06-21 00:00:00,Domates,37,9,333,7,259,74,846,Mükellef,Reyhan Burcu Kalkan,,,
16,2023-06-22 00:00:00,Marul,90,15,1350,14,1260,90,572,360 Istanbul,Reyhan Burcu Kalkan,,,
31,2023-06-23 00:00:00,Pul Biber,7,21,147,12,84,63,846,Mükellef,Merve Hilal Akinci,,,
2,2023-06-23 00:00:00,Siyah Zeytin,72,12,864,6,432,432,686,Mürver Restaurant,Ahmet Murat Düzenli,,,
85,2023-06-24 00:00:00,Sucuk,45,53,2385,35,1575,810,14,Sunset Grill,Ahmet Murat Düzenli,,,
6,2023-06-24 00:00:00,Gün Kurusu Domates,52,55,2860,25,1300,1560,14,Sunset Grill,Reyhan Burcu Kalkan,,,
16,2023-06-26 00:00:00,Marul,92,15,1380,14,1288,92,95,Mikla Restaurant,Reyhan Burcu Kalkan,,,
100,2023-06-26 00:00:00,Parmesan Peyniri,55,8,440,4,220,220,572,360 Istanbul,Reyhan Burcu Kalkan,,,
31,2023-06-27 00:00:00,Pul Biber,72,21,1512,12,864,648,95,Mikla Restaurant,Merve Hilal Akinci,,,
31,2023-06-28 00:00:00,Pul Biber,66,21,1386,12,792,594,6,Ajia Restaurant,Ahmet Murat Düzenli,,,
22,2023-06-29 00:00:00,Mozzarella Peyniri,27,24,648,18,486,162,686,Mürver Restaurant,Reyhan Burcu Kalkan,,,
31,2023-06-29 00:00:00,Pul Biber,86,21,1806,12,1032,774,14,Sunset Grill,Ahmet Murat Düzenli,,,
4,2023-06-29 00:00:00,Domates,57,9,513,7,399,114,572,360 Istanbul,Reyhan Burcu Kalkan,,,
19,2023-07-01 00:00:00,Patlican,49,36,1764,25,1225,539,14,Sunset Grill,Reyhan Burcu Kalkan,,,
100,2023-07-02 00:00:00,Parmesan Peyniri,33,8,264,4,132,132,572,360 Istanbul,Ahmet Murat Düzenli,,,
22,2023-07-03 00:00:00,Mozzarella Peyniri,48,24,1152,18,864,288,14,Sunset Grill,Reyhan Burcu Kalkan,,,
22,2023-07-03 00:00:00,Mozzarella Peyniri,97,24,2328,18,1746,582,572,360 Istanbul,Reyhan Burcu Kalkan,,,
4,2023-07-03 00:00:00,Domates,67,9,603,7,469,134,572,360 Istanbul,Reyhan Burcu Kalkan,,,
39,2023-07-04 00:00:00,Ananas,58,33,1914,28,1624,290,233,Nusr-Et Steakhouse,Ahmet Murat Düzenli,,,
31,2023-07-04 00:00:00,Pul Biber,75,21,1575,12,900,675,6,Ajia Restaurant,Reyhan Burcu Kalkan,,,
6,2023-07-04 00:00:00,Gün Kurusu Domates,41,55,2255,25,1025,1230,14,Sunset Grill,Reyhan Burcu Kalkan,,,
4,2023-07-06 00:00:00,Domates,83,9,747,7,581,166,233,Nusr-Et Steakhouse,Reyhan Burcu Kalkan,,,
31,2023-07-06 00:00:00,Pul Biber,65,21,1365,12,780,585,572,360 Istanbul,Ahmet Murat Düzenli,,,
39,2023-07-07 00:00:00,Ananas,50,33,1650,28,1400,250,6,Ajia Restaurant,Ahmet Murat Düzenli,,,
16,2023-07-07 00:00:00,Marul,1,15,15,14,14,1,95,Mikla Restaurant,Reyhan Burcu Kalkan,,,
16,2023-07-07 00:00:00,Marul,6,15,90,14,84,6,846,Mükellef,Merve Hilal Akinci,,,
16,2023-07-08 00:00:00,Marul,87,15,1305,14,1218,87,572,360 Istanbul,Merve Hilal Akinci,,,
100,2023-07-08 00:00:00,Parmesan Peyniri,78,8,624,4,312,312,95,Mikla Restaurant,Reyhan Burcu Kalkan,,,
16,2023-07-08 00:00:00,Marul,66,15,990,14,924,66,572,360 Istanbul,Reyhan Burcu Kalkan,,,
2,2023-07-09 00:00:00,Siyah Zeytin,38,12,456,6,228,228,23,Lacivert,Reyhan Burcu Kalkan,,,
30,2023-07-09 00:00:00,Kirmizi Sogan,55,12,660,8,440,220,6,Ajia Restaurant,Reyhan Burcu Kalkan,,,
16,2023-07-10 00:00:00,Marul,4,15,60,14,56,4,686,Mürver Restaurant,Reyhan Burcu Kalkan,,,
19,2023-07-11 00:00:00,Patlican,64,36,2304,25,1600,704,6,Ajia Restaurant,Reyhan Burcu Kalkan,,,
31,2023-07-13 00:00:00,Pul Biber,93,21,1953,12,1116,837,846,Mükellef,Ahmet Murat Düzenli,,,
4,2023-07-14 00:00:00,Domates,63,9,567,7,441,126,95,Mikla Restaurant,Reyhan Burcu Kalkan,,,
16,2023-07-16 00:00:00,Marul,44,15,660,14,616,44,95,Mikla Restaurant,Ahmet Murat Düzenli,,,
4,2023-07-16 00:00:00,Domates,56,9,504,7,392,112,23,Lacivert,Reyhan Burcu Kalkan,,,
2,2023-07-17 00:00:00,Siyah Zeytin,95,12,1140,6,570,570,572,360 Istanbul,Reyhan Burcu Kalkan,,,
4,2023-07-18 00:00:00,Domates,54,9,486,7,378,108,95,Mikla Restaurant,Reyhan Burcu Kalkan,,,
98,2023-07-19 00:00:00,Nar Eskisi,21,18,378,8,168,210,14,Sunset Grill,Ahmet Murat Düzenli,,,
39,2023-07-20 00:00:00,Ananas,5,33,165,28,140,25,572,360 Istanbul,Reyhan Burcu Kalkan,,,
